chr10A	27	1748
chr10A	1807	2680
chr10A	2683	5028
chr10A	5190	6031
chr10A	6226	6292
chr10A	7583	7944
chr10A	11822	13379
chr10A	13144	13467
chr10A	13477	13645
chr10A	13646	13802
chr10A	13803	13963
chr10A	14046	14198
chr10A	14235	14470
chr10A	18168	18482
chr10A	19733	19984
chr10A	20077	20176
chr10A	20216	20420
chr10A	20873	21271
chr10A	21399	22071
chr10A	21988	22908
chr10A	22904	23385
chr10A	23489	23671
chr10A	25616	26139
chr10A	25920	26187
chr10A	26309	26551
chr10A	26461	26555
chr10A	28279	28693
chr10A	39801	40060
chr10A	40104	40617
chr10A	41302	41350
chr10A	43825	44340
chr10A	44815	44981
chr10A	45361	45441
chr10A	46876	47878
chr10A	47975	48754
chr10A	48857	49189
chr10A	49828	49867
chr10A	62100	62520
chr10A	67716	67857
chr10A	68913	69062
chr10A	69124	69953
chr10A	69976	71975
chr10A	74454	76177
chr10A	76236	77114
chr10A	77120	79473
chr10A	79660	80354
chr10A	81440	81849
chr10A	85704	86060
chr10A	85852	86314
chr10A	86315	86699
chr10A	86700	86766
chr10A	86767	87163
chr10A	87164	87836
chr10A	87837	87884
chr10A	91528	91598
chr10A	92358	92948
chr10A	92948	93190
chr10A	93274	93500
chr10A	93610	93890
chr10A	93986	94816
chr10A	94550	95422
chr10A	95531	95873
chr10A	96001	96677
chr10A	96591	97504
chr10A	99583	99867
chr10A	99995	100237
chr10A	100241	101104
chr10A	101282	101668
chr10A	101669	103249
chr10A	103250	103526
chr10A	103527	103913
chr10A	103914	104665
chr10A	104976	105371
chr10A	105371	107531
chr10A	107533	108129
chr10A	108391	108449
chr10A	108538	108769
chr10A	108769	110927
chr10A	110928	111762
chr10A	112652	112728
chr10A	112729	112804
chr10A	112805	113077
chr10A	113098	114128
chr10A	114220	114476
chr10A	114558	114861
chr10A	117923	119346
chr10A	119347	126305
chr10A	126306	127729
chr10A	128188	128499
chr10A	140678	140883
chr10A	140927	141880
chr10A	141997	142222
chr10A	142994	143257
chr10A	143344	143495
chr10A	143493	143717
chr10A	143669	143869
chr10A	143920	144033
chr10A	144036	145072
chr10A	145125	148726
chr10A	148907	148979
chr10A	149518	149583
chr10A	151497	152215
chr10A	152765	153627
chr10A	153882	155694
chr10A	157700	158736
chr10A	158742	158917
chr10A	158968	159106
chr10A	159161	159192
chr10A	159193	159339
chr10A	159368	159518
chr10A	160342	160780
chr10A	161459	161513
chr10A	163396	164199
chr10A	164493	165008
chr10A	165217	165869
chr10A	165962	166099
chr10A	166018	166106
chr10A	166080	166297
chr10A	166175	166636
chr10A	166227	166686
chr10A	166565	166806
chr10A	166780	166868
chr10A	166841	166924
chr10A	183556	183634
chr10A	185152	186012
chr10A	186317	187191
chr10A	187353	187365
chr10A	187366	187501
chr10A	187483	187695
chr10A	187574	188033
chr10A	187625	188083
chr10A	187962	188203
chr10A	188177	188265
chr10A	188238	188321
chr10A	191613	191689
chr10A	204986	205064
chr10A	206559	207421
chr10A	207727	209539
chr10A	209881	209959
chr10A	213997	214129
chr10A	216877	216937
chr10A	216973	217245
chr10A	217254	217365
chr10A	220999	221644
chr10A	221636	222211
chr10A	241763	242397
chr10A	249406	249447
chr10A	259708	259816
chr10A	261280	261484
chr10A	262893	263519
chr10A	264112	264159
chr10A	270535	270576
chr10A	280851	280871
chr10A	280872	280992
chr10A	282438	282734
chr10A	283079	283163
chr10A	283305	283663
chr10A	283581	283707
chr10A	283635	283765
chr10A	283766	283856
chr10A	283889	283979
chr10A	284389	284580
chr10A	284641	285030
chr10A	285282	285381
chr10A	293719	293846
chr10A	294090	294298
chr10A	295136	295234
chr10A	295234	295311
chr10A	297884	297936
chr10A	311270	311402
chr10A	311843	311901
chr10A	311875	313453
chr10A	313663	314176
chr10A	314788	315163
chr10A	317119	317255
chr10A	322961	323020
chr10A	329243	329284
chr10A	336890	336948
chr10A	337390	337419
chr10A	337430	337505
chr10A	337843	337909
chr10A	338309	338492
chr10A	338512	338550
chr10A	339339	339424
chr10A	339861	340375
chr10A	340987	341361
chr10A	343311	343447
chr10A	363084	363142
chr10A	363632	363707
chr10A	364046	364112
chr10A	364514	364698
chr10A	365551	365638
chr10A	366925	367908
chr10A	368179	368289
chr10A	368588	369553
chr10A	369556	369850
chr10A	369851	370088
chr10A	370096	370697
chr10A	370698	370913
chr10A	370947	371077
chr10A	371117	371778
chr10A	371779	371891
chr10A	372184	372240
chr10A	372388	373483
chr10A	378905	379029
chr10A	379032	379542
chr10A	379805	381154
chr10A	381456	383007
chr10A	383196	383469
chr10A	383479	383920
chr10A	387646	387750
chr10A	388049	388105
chr10A	392113	392347
chr10A	393115	393271
chr10A	412132	412306
chr10A	412638	412861
chr10A	412804	412962
chr10A	413365	413665
chr10A	413951	414119
chr10A	414834	414918
chr10A	414919	414941
chr10A	415609	415956
chr10A	416417	416562
chr10A	416560	417102
chr10A	417125	417352
chr10A	417398	417710
chr10A	418088	418383
chr10A	419643	419892
chr10A	420197	420386
chr10A	420531	420615
chr10A	420612	420676
chr10A	422090	422282
chr10A	428655	428711
chr10A	430220	430281
chr10A	430282	430339
chr10A	433250	433350
chr10A	434769	434885
chr10A	434863	437290
chr10A	437291	437758
chr10A	437750	438270
chr10A	438252	438577
chr10A	438580	438796
chr10A	438878	438975
chr10A	439366	439922
chr10A	440027	440096
chr10A	440313	441270
chr10A	441281	441733
chr10A	441875	441941
chr10A	441943	442034
chr10A	442039	442160
chr10A	442053	442266
chr10A	442461	442652
chr10A	442494	442778
chr10A	442619	442804
chr10A	442832	443295
chr10A	443595	443733
chr10A	443840	443981
chr10A	443896	443982
chr10A	444060	444125
chr10A	444067	444667
chr10A	444633	444679
chr10A	444667	444735
chr10A	444736	444782
chr10A	444791	445054
chr10A	444981	445454
chr10A	445418	445631
chr10A	445933	446850
chr10A	446863	447073
chr10A	447364	448464
chr10A	448444	450427
chr10A	450527	450605
