chr13B	3135960	3136559
chr18A	2831361	2833983
chr7A	2849258	2851148
chr12B	1897793	1899765
chr14A	1179385	1181142
chr17B	2709986	2711928
chr16A	2416800	2418183
chr8A	5094643	5097578
chr1A	4779153	4782367
chr5B	592731	595209
chr5A	709151	709618
chr18B	2100417	2101807
chr13A	850150	851721
chr7B	4152742	4160239
chr16A	691051	692118
chr16B	5875500	5876211
chr2A	5662580	5663413
chr16A	541742	543793
chr15B	574659	576215
chr10B	4918500	4919017
chr3A	1460794	1461739
chr2B	4758359	4758968
chr12B	2844081	2845273
chr3A	17050	19094
chr17B	24759	27491
chr16A	543952	545601
tig00000099	14001	14317
chr13A	1994064	1995610
chr13A	1936375	1942316
chr1A	6074100	6075270
chr11B	498356	498662
chr11B	4924155	4926061
chr11A	3565016	3566462
chr1A	4122897	4125557
chr11B	1549353	1551368
chr16B	833005	834918
chr13B	2159922	2162649
chr16B	794877	795245
chr3B	62100	62413
chr15B	559542	562901
chr6A	4259494	4260628
chr13A	1986607	1987946
chr3A	886694	888684
chr5A	4546886	4549672
chr16B	4363051	4363322
chr9A	2061602	2062881
chr3B	2872265	2873518
chr7A	45153	46680
chr11A	328395	328802
chr7A	27900	28652
chr3B	468200	468467
chr3A	2071250	2071856
chr16B	2021301	2021560
chr7A	5160968	5162152
chr5A	4584523	4585329
chr4A	4228052	4229817
chr16B	5117000	5119066
chr5B	4272950	4273520
chr11A	83402	84121
chr3B	2612905	2613163
chr6A	1408844	1409706
chr3A	4433614	4436630
chr17B	2238151	2239032
chr8A	1375274	1377108
chr15B	545073	552680
chr8A	3970710	3973574
chr16B	688275	690539
chr15A	2621112	2623127
tig00001253	149396	150070
chr4A	2644858	2646958
chr2B	4686950	4687212
chr12B	427732	428267
chr1A	746445	748797
chr5B	327056	327516
chr10B	9433	13124
chr7A	1839529	1844603
chr4B	4053776	4054469
chr14A	1545535	1546519
chr16A	2360103	2361244
chr9B	2341305	2343470
chr2B	5726862	5728170
chr16B	2319704	2320209
chr3A	9581	12449
chr7A	4183848	4184996
chr1B	3787785	3788771
chr4A	3218036	3219698
chr10B	2100219	2105782
chr1A	1397615	1397865
chr9B	1447026	1448366
chr11A	737951	738269
chr12B	1393080	1393920
chr2A	1931552	1932799
chr13A	21408	23307
chr2B	4762112	4762838
chr3B	3979450	3980605
chr16B	1973619	1973938
chr5B	6167652	6168677
tig00000099	15703	18835
chr16A	2363548	2364302
chr1B	3792200	3792721
chr10A	1644228	1647016
chr3B	4804501	4804964
chr2A	5474274	5474520
chr14B	2779165	2783492
chr5B	6164103	6165318
chr7A	1353933	1358291
chr13A	15878	16666
chr2B	1654997	1656636
chr12B	1972538	1974267
chr2B	55009	58318
chr9B	2351565	2353033
chr15B	2789087	2791816
chr14B	3506650	3507097
chr10A	923651	928165
chr9A	560336	562314
chr3A	124024	125102
chr8B	1401753	1402619
chr1B	3790303	3790557
chr17A	207702	208120
chr1B	25886	27344
chr2A	5950500	5950818
chr13A	1988051	1990263
chr15A	300204	301281
chr15B	1135478	1138981
chr2A	1112884	1117448
chr3B	4721150	4723591
chr11A	2150231	2151497
chr8B	1495210	1500304
chr17B	2333813	2335079
chr15B	604223	605275
chr10B	2572977	2575860
chr4B	2041088	2044839
chr3B	3060801	3062389
chr6A	2659847	2661613
chr3B	54575	55807
chr13A	1944650	1946292
chr6A	4683607	4683869
chr7B	1551607	1552848
chr9A	4126212	4129015
chr16B	4666887	4668357
chr1B	2624776	2643355
chr5B	6189192	6190486
chr5A	4591334	4593296
chr15A	2616498	2617705
chr2B	1091663	1096985
chr9A	1236032	1238084
chr6B	1329560	1332967
chr15B	3382777	3384465
chr4B	2657243	2660027
chr10A	4170896	4172068
chr5A	1357656	1358366
chr12A	3952413	3955248
chr12A	2100700	2106731
chr4A	3177970	3178471
chr4A	1529254	1532192
chr16A	2298608	2300242
chr8A	1236316	1239977
chr12B	2056187	2061850
chr3B	58097	59899
chr8B	1469659	1469925
chr14B	3075424	3082741
chr3A	2329100	2329470
chr5A	961286	963492
chr14B	3503851	3504121
chr8A	4504912	4505513
chr18A	1935007	1935644
chr5A	2840702	2843513
chr15A	301450	302558
chr1A	39145	40861
chr16B	1243782	1245255
chr2A	1789080	1790780
chr13A	1354305	1354616
chr18B	2131291	2134100
chr16A	2443204	2448584
chr8A	2053000	2055519
chr16B	4547305	4547919
chr6B	31073	32647
chr6A	4047714	4049966
chr17A	3025917	3026968
chr5B	6165436	6167523
chr5A	4566125	4569370
chr1A	2334302	2341133
chr15B	2435564	2441217
chr7B	2009951	2014418
chr6A	280973	283276
chr9B	3326605	3328368
chr12B	1397203	1397670
chr2A	1761249	1768173
chr18A	2843502	2844170
chr7B	4431238	4431966
chr12B	900165	902155
chr6A	3817150	3818149
chr11B	4309750	4311520
chr8B	12048	16070
chr15B	567987	568905
chr2A	1925631	1928358
chr10B	2140671	2152656
chr6A	1462156	1464254
chr10B	3048067	3050165
chr11A	702598	704440
chr8A	5085804	5086390
chr9A	1096051	1096304
chr2A	5276795	5278310
chr3A	4939916	4941296
chr16B	2334530	2336210
chr1A	2816650	2817209
chr10A	3221160	3224145
chr2B	1668766	1670167
chr3B	19972	20361
chr8B	268699	273007
chr8A	8275	12321
chr5A	2305752	2306114
chr13B	2195652	2197565
chr12A	2086670	2092557
chr18B	2065199	2066357
chr11B	1964904	1968101
chr6B	1206177	1209252
chr17A	10053	11147
chr10A	1565663	1570456
chr7A	4928384	4931874
chr9A	4688702	4689314
chr9A	3004400	3004723
chr17B	1321553	1326876
chr4A	5482477	5484154
chr10B	556237	559193
chr5A	5245842	5250267
chr15B	2334322	2335370
chr9B	1401717	1402035
chr1A	2376419	2388167
chr16B	4674957	4676810
chr4B	1835678	1837992
chr13A	2186738	2188433
chr14B	2351867	2355323
chr1B	2451028	2451564
chr4A	5406447	5410058
chr3B	2200697	2204038
chr11B	3548597	3549214
chr9B	4872923	4875452
chr6B	1150505	1151751
chr7A	5150381	5150921
chr3A	122596	122814
chr1A	1714597	1716111
chr4A	3198178	3203620
chr14B	609303	610192
tig00001253	123916	133408
chr13B	2124617	2126981
chr17B	1327478	1332986
chr16B	2396351	2398821
chr12A	3946166	3949168
chr2A	5487564	5488420
chr10B	2704100	2707228
chr2B	1074057	1081756
chr12B	1480452	1483047
chr16B	2403651	2405603
chr12A	2982453	2983866
chr2A	2729607	2730205
chr12B	1223412	1223724
chr9B	4625829	4629895
chr12B	1490152	1493168
chr17A	3017179	3018668
chr3A	4219956	4220215
chr2A	2974859	2977599
chr9A	4282716	4283904
chr15A	2955350	2955846
chr5A	2208004	2209470
chr9B	3332679	3333833
chr12B	1220951	1221218
chr7A	5144385	5146269
chr17B	2305948	2320208
chr14A	1495553	1496168
chr10B	2168001	2170268
chr3A	2864875	2865579
chr13A	2229637	2231729
tig00001220	18059	22032
chr4A	2639640	2644772
chr5A	4910890	4915260
chr7A	2884559	2885140
chr14B	2364913	2366797
chr8A	5093357	5093611
chr15A	297705	299360
chr8B	1448457	1448817
chr8A	1462610	1467335
chr2A	5475863	5476390
chr4B	3028890	3030776
chr16B	2324598	2328181
chr13A	2535060	2538008
chr15A	1255761	1256215
chr4B	2480859	2482977
chr1B	5850969	5851765
chr4A	3180898	3183257
chr9B	3360408	3361368
chr7B	1940102	1942962
chr18A	1882722	1889128
chr16A	1574425	1575012
chr17A	207151	207608
chr4A	3185752	3186020
chr16A	389215	389704
chr12B	629201	630164
chr4A	3164359	3165710
chr2B	1699705	1700016
chr6B	1605413	1609176
chr6B	1156751	1157373
chr9B	1372211	1372672
chr7A	1889953	1890367
chr13B	2854614	2855965
chr11B	3862111	3863013
chr5B	590040	592644
chr6B	13916	14419
chr6A	1465562	1474696
chr5A	2813552	2816307
chr10B	4174048	4175643
chr13A	666808	672374
chr17A	2638628	2639258
chr17B	1368679	1373627
chr18B	1845095	1848394
chr10B	2036404	2037011
chr3A	4635550	4636014
chr2B	4516672	4517666
chr6A	1475854	1481826
chr7A	1739538	1742073
chr13A	1942604	1943521
chr13A	1970152	1973235
chr16B	835172	836051
chr8A	160853	161657
chr9B	27935	28167
chr3B	3599228	3603541
chr6B	3559704	3561070
chr12A	2991052	2995061
chr9A	2018375	2019454
chr3A	1935520	1941658
chr3A	4632301	4632571
tig00001220	9838	11059
chr3B	1161860	1163268
chr7B	4956744	4959627
chr6B	5229373	5233166
chr2A	3971266	3975394
chr14A	2262658	2264138
chr14A	2920781	2923336
chr9A	3005319	3013750
chr3A	4641252	4641560
chr4B	2886079	2887014
chr3A	3292732	3294726
chr11B	1880652	1880920
chr16B	4662619	4666795
chr9B	1197400	1199068
chr9A	4700	5418
chr14A	2255452	2255819
chr2A	2180077	2185842
chr10A	1550218	1550918
chr13A	1995915	1997171
chr1A	2818601	2819037
