chr9B	3930688	3930904
chr9A	1626101	1628731
chr16B	3748487	3750448
chr17A	1281264	1285116
chr17B	1157709	1160518
chr11A	2569716	2571228
chr4A	5455126	5456692
chr5B	4272950	4273520
chr13A	3459753	3460269
chr16B	2106719	2107476
chr12B	1263753	1265483
chr2B	5415266	5416372
chr18B	1525394	1528980
chr11A	4177500	4181828
chr2B	1034639	1036377
chr11B	2301092	2302740
chr11A	1707852	1709799
chr6A	2268800	2269220
chr10A	2769046	2769195
chr16A	864016	867735
chr4B	1589382	1592035
chr3A	5473069	5474431
chr4B	3787623	3789119
chr9A	800560	801746
chr4A	4752338	4754014
chr10A	3779401	3780547
chr16A	256850	257117
chr15B	619124	621672
chr4A	813263	814252
chr6A	2820623	2820809
chr10B	1818597	1818734
chr7B	694533	694661
chr2A	655808	658114
chr2A	5545255	5546059
chr4B	3014556	3015845
chr3A	3519290	3523121
chr3A	2620101	2620957
chr6A	4226574	4229219
chr12A	3710262	3713777
chr5A	1297739	1301074
chr1A	4796469	4797264
chr10A	1260577	1261396
chr17B	661867	663777
chr1B	5237304	5239489
chr13A	3020158	3022121
chr1B	6328290	6332098
chr7A	172464	174133
chr9A	4482866	4486932
chr12A	1431134	1431779
chr10A	1260329	1260490
chr9A	1285727	1289455
chr3A	3321331	3321889
chr13A	2159760	2162457
chr3A	5849814	5851504
chr7A	538089	540169
chr6B	3185543	3186219
chr12B	1818425	1819889
chr9A	782440	784611
chr4B	356243	357962
chr12A	1443329	1444107
chr12A	3939498	3940252
chr1A	5344530	5346532
chr1B	4037381	4039004
chr3A	3167463	3169467
chr11B	587877	592361
chr18B	869184	870383
chr15B	1770321	1772734
chr12A	1430159	1430960
chr3A	1262687	1263032
chr12B	2770412	2772380
chr13B	2789937	2790214
chr8A	643105	646096
chr2A	5371124	5373167
chr18B	1502543	1503166
chr11B	1575868	1576310
chr5A	4975491	4976629
chr13B	304569	308335
chr7B	4180056	4180567
chr11B	1190630	1192347
chr12A	2361329	2364097
chr3A	901032	901915
chr2A	5191045	5192052
chr13A	2480813	2484585
chr2A	5758108	5761881
chr3B	3060801	3062389
chr9A	4487054	4489171
chr15A	536978	537107
chr8A	3595963	3597450
chr14A	806090	810408
tig00000302	42152	42859
chr4A	792955	793714
chr1B	5391321	5392111
chr6B	639915	641463
chr9B	156884	158509
chr2B	4997863	5002201
chr14B	1200161	1203294
chr3A	3450060	3452678
chr2A	2405876	2407075
chr4A	4685069	4685983
chr1A	2749336	2750412
chr10A	3692072	3694134
chr6A	367338	367520
chr13B	1999217	2000692
chr6B	3314615	3316070
chr15A	1943709	1944866
chr4A	196018	197935
chr11B	4453098	4453914
chr5A	3043964	3045013
chr5B	311258	312326
chr5B	860074	860576
chr15A	2224218	2228156
chr12B	1600483	1602035
chr5A	5493122	5494019
chr16B	2933446	2936319
chr8A	2395617	2397612
chr15B	719901	720447
chr11B	4853011	4854664
chr6A	1748660	1749743
chr8B	2602873	2603860
chr8B	2184208	2185406
chr16A	981319	983405
chr6A	366350	366559
chr4B	5404471	5405080
chr4A	2745100	2747294
chr10B	594651	599194
chr13A	424066	425423
chr16B	4511584	4513891
chr6A	1462156	1464254
chr8A	918818	920893
chr14B	2345885	2351616
chr16B	3663937	3665807
chr16B	1451213	1452056
chr16A	630644	631416
chr8A	1110784	1113208
chr5A	5295008	5296884
chr3B	2452420	2453668
chr9B	1847155	1848266
chr6A	4870999	4872435
chr12A	2086670	2092557
chr16A	169519	170010
chr6B	1793161	1797439
chr9B	3119403	3120065
chr4A	5089650	5089898
chr1B	1341730	1342693
chr16A	766965	768684
chr2A	3422198	3424595
chr1A	3264375	3267083
chr7B	3460794	3461185
chr8A	1224787	1225816
chr6B	4485311	4487132
chr15B	272952	273081
chr13A	2692671	2697009
chr6A	2822100	2822327
chr15A	2165011	2165683
chr3B	681087	682210
chr10A	1874392	1877253
chr10B	4728800	4729809
chr9B	2569350	2570822
chr10B	3214207	3215764
chr3B	3694858	3696670
chr16B	728266	730464
chr14B	585729	586263
chr12A	733680	735463
chr4A	5126787	5127350
chr10B	4938530	4940612
chr11B	1541367	1543670
chr3B	4670894	4672350
chr1A	2175583	2176464
chr12B	1490152	1493168
chr16A	1443304	1444068
chr7A	5148311	5148555
chr10B	461560	462759
chr8B	1235564	1237314
chr16A	216108	218288
chr4A	5127449	5127887
chr16B	4742725	4745392
chr12B	2387254	2389618
chr5B	4211261	4214711
chr16B	1449142	1450319
chr4A	4413151	4415871
chr15B	1772812	1773752
chr16A	628502	629258
chr17B	473820	475416
chr9B	3931506	3934325
chr6A	2195200	2195670
chr15A	2984014	2985376
chr17B	86492	87793
chr14A	371546	375944
chr16A	1805443	1807207
chr16B	2375765	2376935
chr7B	3673086	3674754
chr2B	2728061	2728168
chr12B	3655599	3660872
chr6B	2749274	2750866
chr15B	538750	540279
chr6B	4074364	4075865
chr5A	5270977	5273443
chr1B	2296391	2297822
chr5B	5280548	5282880
chr11B	4624639	4625468
chr17B	1155960	1157347
chr4B	444972	447601
chr17B	1787000	1791151
chr4A	1881068	1883437
chr11A	1573726	1575200
chr5B	6555003	6557237
chr4A	5791598	5793330
chr3A	5065581	5067626
chr5B	955845	958404
chr5B	4002935	4003021
chr18B	203562	206000
chr14A	2262658	2264138
chr2A	228392	230419
chr14B	2940546	2941801
chr8A	1229199	1230099
chr2A	5883438	5887200
chr3A	3292732	3294726
chr18B	304636	306381
chr14A	811805	812000
chr16A	2588229	2589871
chr3B	3749702	3750943
chr7A	3391268	3392627
chr5A	3741104	3741505
chr2A	230519	232016
chr2A	5903885	5905871
chr1A	1031808	1033114
chr8A	3432492	3435326
chr17B	2345952	2346716
chr16B	4196453	4199216
chr4B	4842612	4843330
chr8A	4738083	4739282
chr12A	2233993	2236008
